t_contact_s,theta_err_t1_deg,theta_err_t2_deg,total_error_deg,fn_est_N,moment_t1_est_Nm,old_gamma_t1_deg,tool_normal_x,tool_normal_y,tool_normal_z
2.801,7.893573311,2.232478095,8.203198039,-76.8347924822,2.56809091388,1.40099727747,-0.0558932656452,0.109884618034,-0.992371560241
2.802,7.890483475,2.232769314,8.200304158,-76.6207944589,2.51783664859,1.40414248779,-0.0558985480498,0.109831029085,-0.992377195111
2.803,7.887547993,2.233000069,8.197542476,-76.4368667316,2.45919376963,1.40714571674,-0.0559027691384,0.109780118057,-0.992382590578
2.804,7.884378038,2.232042488,8.194231552,-76.2957407348,2.39739459985,1.41041071083,-0.055886365093,0.109725144093,-0.992389594338
2.805,7.881242183,2.230466724,8.190785076,-76.2078828112,2.33587941599,1.41363753275,-0.0558592205377,0.10967076412,-0.992397133701
2.806,7.878658394,2.229403929,8.188009524,-76.1886749755,2.27970887284,1.41630098223,-0.055840945258,0.109625956863,-0.99240311286
2.807,7.876213375,2.228006345,8.18527638,-76.2415517975,2.23159666134,1.41882392148,-0.0558168452764,0.109583557194,-0.992409151397
2.808,7.874137501,2.226828827,8.18295839,-76.3669081077,2.1905095523,1.42098208784,-0.055796540285,0.109547558812,-0.992414267557
2.809,7.872637942,2.226024559,8.181296566,-76.5633749896,2.15661361065,1.42254887362,-0.0557826778054,0.109521553798,-0.992417917064
2.81,7.871497655,2.224564138,8.179802011,-76.8089260042,2.1327328299,1.4237535787,-0.0557573918478,0.109501782761,-0.992421519732
2.811,7.870365515,2.223281612,8.178363801,-77.0763672986,2.12022070043,1.42492041861,-0.0557351942407,0.10948215242,-0.992424932388
2.812,7.869363288,2.221729417,8.176977447,-77.3552306533,2.11793596322,1.42594151812,-0.0557083037093,0.109464776539,-0.992428358923
2.813,7.868481738,2.220809707,8.175879196,-77.6429999908,2.12701837615,1.42679762459,-0.0556923914753,0.109449490076,-0.992430937977
2.814,7.867378229,2.220831892,8.174823208,-77.9292323542,2.1507365517,1.42783998747,-0.0556928556957,0.109430350739,-0.992433022507
2.815,7.866331813,2.220991877,8.173859622,-78.1935675182,2.18998941824,1.42880739155,-0.0556957102399,0.109412201134,-0.992434863406
2.816,7.865131745,2.2214383,8.17282604,-78.415514621,2.24304491292,1.42991456585,-0.0557035520491,0.109391385876,-0.992436717874
2.817,7.863820446,2.222301702,8.171798875,-78.5865337765,2.30554382724,1.43113309818,-0.0557186447115,0.109368639091,-0.992438377641
2.818,7.862322524,2.223094767,8.170573164,-78.7087802136,2.37050870828,1.43252569079,-0.0557325288273,0.109342655785,-0.992440461114
2.819,7.860512969,2.224207131,8.169134685,-78.7694144765,2.43230309379,1.43420448846,-0.0557519824523,0.109311266303,-0.992442826319
2.82,7.858306594,2.225076311,8.167248442,-78.7503127106,2.48836056654,1.43631215817,-0.0557672404176,0.109272994815,-0.99244618368
2.821,7.856054987,2.226238319,8.165398766,-78.6549639401,2.53757399308,1.43844840008,-0.0557875874576,0.109233938229,-0.992449339677
2.822,7.85334132,2.227653604,8.163174044,-78.4986681535,2.57958614144,1.44104392817,-0.0558123685337,0.109186866199,-0.992453126232
2.823,7.85044688,2.229003358,8.160758064,-78.3009853948,2.61368524535,1.44385792025,-0.0558360230811,0.109136658165,-0.992457318161
2.824,7.84721226,2.229758137,8.157852757,-78.0775752534,2.63629769431,1.44704857206,-0.0558493682466,0.109080551683,-0.992462735477
2.825,7.843681397,2.230346513,8.154617307,-77.839138479,2.64508512264,1.4505493394,-0.0558598424545,0.1090193088,-0.992468875235
