t_contact_s,theta_err_t1_deg,theta_err_t2_deg,total_error_deg,fn_est_N,moment_t1_est_Nm,old_gamma_t1_deg,tool_normal_x,tool_normal_y,tool_normal_z
0,9.343439299,0.508605036,9.357271879,-0.701741964382,1.00449774251,0,-0.0258513033279,0.134996716032,-0.990508756537
0.001,9.343111807,0.508343505,9.356930659,-0.625404986013,1.0028531705,0.000318069795539,-0.0258467789967,0.134991051096,-0.990509646666
0.002,9.342656334,0.507590748,9.356434991,-0.542566334546,1.00201012487,0.000767587952746,-0.0258337303387,0.134983171938,-0.990511060852
0.003,9.342418388,0.507030291,9.356167006,-0.462829407205,1.00195551119,0.000999757040159,-0.025824009025,0.134979054323,-0.990511875473
0.004,9.342135067,0.506920014,9.355878126,-0.400750400415,1.00332938929,0.00127520900204,-0.0258221091187,0.134974154582,-0.990512592689
0.005,9.341881649,0.506687043,9.35561246,-0.36010588703,1.00623144291,0.00153109643488,-0.0258180766305,0.134969771714,-0.990513295036
0.006,9.341366491,0.506366995,9.35508073,-0.33431405452,1.00999541159,0.00204459552338,-0.0258125475286,0.134960861273,-0.990514653256
0.007,9.340447471,0.505542218,9.354118446,-0.312630306679,1.01405761671,0.00296442992267,-0.0257982738607,0.134944965285,-0.990517190871
0.008,9.339778098,0.504528897,9.353395337,-0.279214552902,1.01749526167,0.00363478273677,-0.0257807105401,0.134933384624,-0.990519225799
0.009,9.338609757,0.504103776,9.352205773,-0.224724880776,1.01852856666,0.00480240148851,-0.0257733929725,0.134913179219,-0.990522168499
0.01,9.337343392,0.503725001,9.350920837,-0.170597592692,1.01581759033,0.00605727879595,-0.0257668858536,0.134891277541,-0.990525320644
0.011,9.336316367,0.50462533,9.349943851,-0.14596643226,1.00955479661,0.00707178218903,-0.0257825830421,0.134873520983,-0.990527330138
0.012,9.334910993,0.50593357,9.348611235,-0.155523646172,1.00135050892,0.00845993110009,-0.0258053880872,0.134849222291,-0.990530044569
0.013,9.333467407,0.50799278,9.34728145,-0.189328148152,0.994199831498,0.00988080785977,-0.0258412393879,0.13482426582,-0.990532507136
0.014,9.332057875,0.509919437,9.345978922,-0.234924823121,0.99049129685,0.011270682948,-0.0258747859678,0.134799898526,-0.990534947798
0.015,9.330558541,0.511896427,9.344589913,-0.295032352943,0.990621769107,0.0127440618526,-0.0259092125824,0.134773977277,-0.990537575134
0.016,9.328852201,0.513814878,9.342991444,-0.384528597851,0.994575654986,0.0144231886725,-0.0259426332586,0.134744477188,-0.990540713776
0.017,9.327112941,0.516818017,9.341420484,-0.501869094611,1.00119647995,0.0161388320976,-0.0259948985596,0.134714410839,-0.990543433051
0.018,9.325294217,0.51960681,9.339759283,-0.635694927223,1.00886367741,0.0179264300777,-0.0260434442506,0.134682969439,-0.990546433417
0.019,9.32361431,0.523204498,9.338282859,-0.780158985606,1.01745151484,0.0195801596191,-0.0261060326671,0.134653931487,-0.990548733679
0.02,9.3220377,0.527201093,9.336933537,-0.928185879519,1.02729733552,0.0211243914243,-0.0261755452994,0.134626682204,-0.990550603082
0.021,9.320391162,0.530998127,9.33550483,-1.07339062718,1.03793907795,0.0227433145161,-0.0262415944246,0.13459822242,-0.990552723101
0.022,9.318788879,0.535023771,9.334135022,-1.21182359462,1.04789449576,0.0243255364098,-0.0263116125922,0.134570528165,-0.990554628474
0.023,9.317425177,0.539309167,9.333020214,-1.33794828782,1.05521940025,0.0256656773169,-0.0263861295163,0.134546961423,-0.990555847664
0.024,9.315995199,0.543404521,9.331830208,-1.44984364607,1.05815555491,0.0270824311466,-0.0264573489075,0.134522246674,-0.990557304672
0.025,9.31485686,0.547795512,9.330950555,-1.55012310022,1.05559943244,0.0282046640605,-0.026533685903,0.134502577153,-0.990557933819
0.026,9.31362188,0.552030747,9.329967335,-1.64361752486,1.04799474745,0.0294275387086,-0.0266073239097,0.134481235633,-0.99055885619
0.027,9.312477539,0.55658826,9.329095798,-1.72423089525,1.03636267777,0.0305598078418,-0.0266865545423,0.134461461971,-0.990559409148
0.028,9.311135667,0.561012616,9.328021364,-1.77839225724,1.02116497454,0.0318955249587,-0.0267634830138,0.134438272135,-0.990560481224
0.029,9.309994193,0.565151675,9.327131836,-1.8102875212,1.00322071608,0.0330276686928,-0.0268354454492,0.134418546308,-0.990561211272
0.03,9.308664987,0.569551505,9.326072741,-1.83334623302,0.984366380183,0.0343543024847,-0.0269119474059,0.134395574517,-0.990562252782
0.031,9.307474956,0.573582665,9.325132017,-1.85390394045,0.968442094588,0.0355399686829,-0.0269820378957,0.134375009111,-0.990563136078
0.032,9.306495215,0.578457916,9.324455306,-1.86768811782,0.959379808887,0.0365185766646,-0.0270667776784,0.134358082529,-0.990563120253
0.033,9.305384623,0.583227326,9.323643982,-1.85701444766,0.956568861707,0.0376273939066,-0.0271496868438,0.134338892718,-0.990563454004
0.034,9.304448992,0.588004141,9.323010239,-1.81750094272,0.954915956798,0.0385661095341,-0.0272327151409,0.134322728531,-0.990563366891
0.035,9.303705657,0.593097709,9.322591048,-1.76715642455,0.950869113459,0.0393102923725,-0.0273212330019,0.134309890276,-0.990562670204
0.036,9.30273818,0.598282334,9.321956843,-1.7169809826,0.944139750748,0.0402807381923,-0.0274113457659,0.134293176431,-0.990562446738
0.037,9.301878323,0.603302244,9.321422312,-1.66743838997,0.935168364415,0.0411371761597,-0.0274985916167,0.134278322174,-0.990562042304
0.038,9.301083905,0.608292611,9.320953905,-1.61703151534,0.924765558344,0.0419358469229,-0.0275853201741,0.134264600292,-0.990561490883
0.039,9.30010821,0.613326165,9.320310172,-1.56441960157,0.913948605973,0.0429126111792,-0.0276728092593,0.134247743275,-0.990561335331
0.04,9.299179681,0.618239495,9.319708301,-1.50718504348,0.902488136439,0.0438481055327,-0.0277582069396,0.134231700496,-0.990561120037
0.041,9.2983139,0.623191927,9.319174296,-1.44609694158,0.88914860795,0.0447161491968,-0.0278442801076,0.13421674318,-0.990560731059
0.042,9.297622193,0.628579064,9.318845963,-1.39402916875,0.874048301197,0.0454064500685,-0.0279378939729,0.134204798471,-0.99055971357
0.043,9.296842952,0.63413929,9.31844523,-1.35172133495,0.859041581081,0.0461895706734,-0.0280345196472,0.134191338622,-0.990558807112
0.044,9.296188609,0.639955094,9.318190016,-1.29208698582,0.844584635125,0.0468456410252,-0.0281355765545,0.134180040759,-0.990557472333
0.045,9.295599804,0.645535899,9.317987568,-1.19953245777,0.830547210806,0.0474334161177,-0.0282325477359,0.134169874283,-0.990556090327
0.046,9.294966544,0.651174862,9.317748212,-1.08451216443,0.817603059731,0.0480685097661,-0.0283305325359,0.134158939758,-0.990554773755
0.047,9.294392861,0.65713492,9.317594376,-0.962169434459,0.805279504037,0.0486485563392,-0.0284340893133,0.134149036232,-0.990553147813
0.048,9.293951899,0.662777247,9.317554163,-0.848454659467,0.792520313344,0.0490878084726,-0.0285321198087,0.134141426816,-0.990551359472
0.049,9.293477152,0.668497319,9.317489267,-0.753301473688,0.779808977468,0.0495584215536,-0.0286315028508,0.134133232888,-0.990549601423
0.05,9.293078866,0.67441706,9.317518618,-0.673662014358,0.768407829773,0.0499546017513,-0.0287343494281,0.134126361621,-0.990547553771
0.051,9.292692968,0.679960609,9.31753664,-0.60768805279,0.758376414225,0.0503423114494,-0.0288306600447,0.134119703053,-0.990545656845
0.052,9.292142342,0.685197192,9.317371115,-0.562005927316,0.749300278334,0.050896636035,-0.028921648637,0.134110194671,-0.990544291753
0.053,9.291801319,0.690815288,9.317445869,-0.541537209555,0.742322082172,0.0512362465014,-0.0290192512303,0.134104311891,-0.990542233623
0.054,9.291531787,0.696300041,9.317585347,-0.547846176128,0.738179234764,0.0515045726301,-0.0291145340623,0.134099665702,-0.990540066613
0.055,9.291153407,0.701464445,9.317595398,-0.581182142972,0.735527123523,0.0518837711963,-0.0292042582746,0.134093135284,-0.99053830939
0.056,9.290839884,0.70673915,9.317681363,-0.642395345399,0.732540694345,0.0522005280849,-0.0292958941953,0.134087726689,-0.990536335595
0.057,9.290645808,0.712429961,9.317921226,-0.722086116913,0.728269128169,0.052391836571,-0.0293947501654,0.134084385625,-0.990533859186
0.058,9.290202556,0.717477414,9.317866568,-0.808842471618,0.721974220692,0.0528409103158,-0.0294824464456,0.134076731694,-0.990532288908
0.059,9.289930042,0.72248858,9.317982075,-0.9102051909,0.714094598113,0.0531121352636,-0.0295695014553,0.134072031234,-0.990530330189
0.06,9.289583464,0.727476373,9.31802462,-1.02954502112,0.706984703375,0.0534552422118,-0.0296561559952,0.134066049508,-0.9905285492
0.061,9.289321462,0.732572825,9.318162703,-1.14984208301,0.701746143706,0.0537198675589,-0.0297446920641,0.134061530628,-0.990526506107
0.062,9.289063206,0.737747691,9.318313522,-1.24738735071,0.696747571932,0.0539802178733,-0.0298345892609,0.134057076941,-0.990524405255
0.063,9.288780042,0.743136741,9.318459469,-1.30250567616,0.69069370329,0.0542611900007,-0.0299282076721,0.134052191315,-0.990522242249
