time_s,Fn_command_absolute_N,Fn_estimate_absolute_N,Fn_command_clearance_change_N,Fn_estimate_clearance_change_N,Mt1_command_absolute_Nm,Mt1_estimate_absolute_TCP_Nm,Mt1_command_clearance_change_Nm,Mt1_estimate_clearance_change_Nm,tcp_speed_m_s,angular_speed_rad_s
0.0,-10.590815857992094,-1.090939578563383,-10.35631664658425,0.0,0.003988936624027249,1.2050714066944455,-0.02879020157879163,0.0,0.09004661110579365,0.010833776416838083
0.0009999999999998899,1.3991681970570218,-0.9287283716745858,1.6336674084648661,0.16221120688879717,0.003525146022163434,1.2017526563355343,-0.029253992180655445,-0.003318750358911033,0.09323995918934444,0.019411443469417516
0.002000000000000224,1.5958637496794472,-0.7440977617386648,1.8303629610872916,0.34684181682471815,-0.0029093168977660953,1.1986186620617532,-0.03568845510058497,-0.006452744632692324,0.09505733106997016,0.02623977243222361
0.0030000000000001137,1.5114013539873958,-0.5409224649473688,1.7459005653952402,0.5500171136160141,-0.0055273157522311095,1.196294800125651,-0.03830645395504999,-0.008776606568794521,0.09411176332453432,0.026067066959967723
0.0040000000000000036,1.7197411312441941,-0.3352318323314988,1.9542403426520385,0.7557077462318842,-0.00308637547456021,1.193221448559718,-0.03586551367737909,-0.011849958134727575,0.09618664269198049,0.03038314828519543
0.004999999999999893,1.5598907221442198,-0.13839269503451215,1.794389933552064,0.9525468835288707,-0.002227646056935429,1.186560648848598,-0.03500678425975431,-0.018510757845847544,0.09450714590150172,0.026425502974784812
0.006000000000000227,1.5613639356132911,0.03640033218635148,1.7958631470211355,1.1273399107497344,0.001417132441677652,1.1772385939286463,-0.031362005761141225,-0.027832812765799363,0.09428521520698539,0.0197445067103153
0.007000000000000117,1.6452715918562688,0.18315964995410658,1.8797708032641132,1.2740992285174895,0.008379901865351494,1.170142415156516,-0.024399236337467385,-0.034928991537929596,0.09504572285307526,0.017962175273119708
0.008000000000000007,1.4105912495087936,0.2978273575306916,1.645090460916638,1.3887669360940746,0.01569069513210805,1.1694510032856358,-0.017088443070710828,-0.03562040340880965,0.09276334523573429,0.016868823889783842
0.008999999999999897,1.3548558350905977,0.36904727263037973,1.589355046498442,1.4599868511937628,0.022733624430502742,1.1752874832785554,-0.010045513772316137,-0.029783923415890288,0.0924222782852681,0.025706796865746714
0.010000000000000231,1.0064877057153914,0.38619726006331623,1.2409869171232357,1.4771368386266992,0.0295703091717838,1.1843342964452261,-0.0032088290310350806,-0.02073711024921947,0.08929166747198017,0.02795629230160094
0.01100000000000012,0.9688472877988978,0.3447594607554812,1.2033464992067422,1.4356990393188642,0.03427340831288654,1.1918524712154868,0.0014942701100676622,-0.013218935478958804,0.0892890265619888,0.03199311495586788
0.01200000000000001,0.6468056141435738,0.2485624701270947,0.8813048255514182,1.3395020486904776,0.04239756076056271,1.195231211528615,0.009618422557743832,-0.009840195165830394,0.08643481210647762,0.041869275465034765
0.0129999999999999,0.5277390149045245,0.10280076999164163,0.7622382263123688,1.1937403485550244,0.04213150636967476,1.194841634598188,0.009352368166855883,-0.010229772096257304,0.085626962810671,0.0489322364860551
0.014000000000000234,0.6062665862404145,-0.07763194232793016,0.8407657976482589,1.013307636235453,0.042685225579996336,1.1924489434899899,0.009906087377177457,-0.012622463204455779,0.08662118819445455,0.060706506463427574
0.015000000000000124,0.3116264631090496,-0.27478444581259065,0.546125674516894,0.8161551327507923,0.04487575390225732,1.191216580360731,0.012096615699438443,-0.013854826333714402,0.0837290129349112,0.05986730690526791
0.016000000000000014,0.30173032362390884,-0.48063100829959693,0.5362295350317532,0.6103085702637859,0.04635382637725342,1.1928833916421626,0.013574688174434538,-0.012188015052282784,0.08373733525032037,0.06335130837798661
0.016999999999999904,0.06934818793552047,-0.6885770760147357,0.30384739934336485,0.4023625025486472,0.04817061887178164,1.195647702706163,0.01539148066896276,-0.009423703988282734,0.08168754399993503,0.05882354251208161
0.018000000000000238,-0.13244890550979876,-0.8988545922438826,0.10205030589804562,0.1920849863195003,0.04755489653920788,1.1966996664832934,0.014775758336389,-0.0083717402111523,0.07997096323921124,0.0636324262579262
0.019000000000000128,-0.13070025343036562,-1.1123143485233389,0.10379895797747876,-0.02137476995995581,0.04837542983150095,1.194711513496886,0.01559629162868207,-0.010359893197559507,0.08055276016822538,0.06625906719171994
0.020000000000000018,-0.252571132715726,-1.3219334374443954,-0.018071921307881628,-0.23099385888101248,0.047801923683604725,1.1894229242177807,0.015022785480785845,-0.01564848247666471,0.07959215132788215,0.06959948649934898
0.020999999999999908,-0.2782975782664028,-1.519766957717504,-0.043798366858558396,-0.428827379154121,0.046559406783264194,1.1828291195599077,0.013780268580445315,-0.022242287134537752,0.07917526355158597,0.0764614051242942
0.02200000000000024,-0.290887100375873,-1.6965818132876467,-0.05638788896802863,-0.6056422347242638,0.046051614216157825,1.178046775965767,0.013272476013338946,-0.02702463072867862,0.07912572655262298,0.07566149571655575
0.02300000000000013,-0.19230801101153283,-1.8411091018568433,0.04219120039631155,-0.7501695232934603,0.04445319783847059,1.1744847633485243,0.011674059635651712,-0.030586643345921104,0.08018513950744088,0.07324800978491805
0.02400000000000002,-0.2547107031452548,-1.9456753828073385,-0.02021149173741041,-0.8547358042439556,0.04394697841245067,1.1690354604007582,0.01116784020963179,-0.03603594629368727,0.07952033013132621,0.07295344987292109
0.02499999999999991,-0.30988178491711826,-2.012127322791736,-0.07538257350927388,-0.9211877442283529,0.04071433440318176,1.1612413599910678,0.007935196200362878,-0.04383004670337775,0.07870445026337745,0.07618717759643713
0.026000000000000245,-0.4342335200503562,-2.050881827414583,-0.19973430864251182,-0.9599422488512002,0.03851878836130318,1.1531040896564329,0.005739650158484301,-0.051967317038012543,0.07775313457818216,0.07949790245365639
0.027000000000000135,-0.43262782992671917,-2.0734084945563356,-0.19812861851887478,-0.9824689159929529,0.038010453404323144,1.1452566882148305,0.005231315201504265,-0.05981471847961493,0.07789887431660616,0.07859223945387141
0.028000000000000025,-0.5968596083550388,-2.0866612751400124,-0.36236039694719446,-0.9957216965766296,0.03669374774089749,1.1364567320991745,0.003914609538078609,-0.06861467459527096,0.0762999114824983,0.07809045732723818
0.028999999999999915,-0.6363943850769448,-2.0960712657004974,-0.40189517366910044,-1.0051316871371148,0.03903511030508193,1.1262592649248302,0.006255972102263051,-0.07881214176961521,0.07608904662572726,0.07703952852516134
0.03000000000000025,-0.6625184708973322,-2.1033440752938364,-0.4280192594894878,-1.0124044967304535,0.03812178555792107,1.1146186171894608,0.00534264735510219,-0.09045278950498482,0.0761234044951114,0.07558204737638118
0.03100000000000014,-0.6371477688908703,-2.1057805312624343,-0.40264855748302597,-1.0148409526990514,0.035752696165690906,1.1016790347828478,0.002973557962872027,-0.10339237191159754,0.07677183108308035,0.07865396205756517
0.03200000000000003,-0.4631963849584639,-2.093562093767139,-0.2286971735506195,-1.0026225152037558,0.03673423751701063,1.0877769693581136,0.003955099314191753,-0.11729443733633176,0.0783930549348375,0.07985525803895847
0.03299999999999992,-0.34552653491479357,-2.049888995584241,-0.11102732350694919,-0.9589494170208582,0.039152810281827766,1.0723383937410462,0.006373672079008887,-0.13273301295339945,0.07940707834954157,0.0777056629382214
0.03399999999999981,-0.327469357612061,-1.9672071292136697,-0.09297014620421659,-0.8762675506502867,0.03919173223186173,1.0558975903819345,0.006412594029042852,-0.1491738163125111,0.07931835522669035,0.07648475636802561
0.03500000000000014,-0.23620337966555657,-1.848825351430821,-0.0017041682577121908,-0.757885772867438,0.03803002777218274,1.040749344292076,0.005250889569363863,-0.16432206240236943,0.07993576134892984,0.07677790731316603
0.03600000000000003,-0.5877710686737223,-1.7110905139026096,-0.35327185726587795,-0.6201509353392267,0.035649472380160446,1.0269491107967033,0.002870334177341567,-0.17812229589774217,0.07659612971865135,0.07422230222591612
0.03699999999999992,-0.7011570117513187,-1.584394051829225,-0.46665780034347437,-0.4934544732658421,0.0376810588817402,1.0126063380030512,0.004901920678921319,-0.1924650686913943,0.07558803096416224,0.0701464913593601
0.03799999999999981,-0.7292471960830175,-1.4852009441521414,-0.4947479846751731,-0.39426136558875857,0.03723392412771425,0.9969328404661919,0.004454785924895371,-0.20813856622825355,0.07557703369812958,0.06914696920381767
0.039000000000000146,-0.5268541556347689,-1.4023716022398207,-0.29235494422692454,-0.31143202367643774,0.03668885768274679,0.9803017384900574,0.003909719479927909,-0.22476966820438793,0.0774018813937103,0.07220851204732126
0.040000000000000036,-0.5237981755722219,-1.3158555537357366,-0.2892989641643775,-0.22491597517235357,0.03578841000474635,0.9634498310569902,0.0030092718019274697,-0.2416215756374552,0.07739923217040164,0.07281531220725765
0.040999999999999925,-0.8347759691232409,-1.227710954715241,-0.6002767577153966,-0.1367713761518579,0.035366524699093134,0.9469194476482038,0.002587386496274255,-0.25815195904624183,0.07422919085833334,0.06788395058273865
0.041999999999999815,-0.7521656554142417,-1.1512296084899876,-0.5176664440063974,-0.060290029926604614,0.035751167924545725,0.9319076836660284,0.002972029721726846,-0.2731637230284172,0.07478117561227687,0.0698990349205065
0.04300000000000015,-0.9198075633032424,-1.0874101868137427,-0.6853083518953981,0.003529391749640138,0.03535969274157934,0.9199910512993568,0.0025805545387604586,-0.2850803553950887,0.073276112751426,0.06651798858545453
0.04400000000000004,-0.9683880680055599,-1.0374224938091188,-0.7338888565977155,0.05351708475426421,0.03530246666540931,0.9105355325103995,0.0025233284625904295,-0.29453587418404586,0.07263258324735185,0.06564653307511294
0.04499999999999993,-0.9183357076662237,-0.9987908324430033,-0.6838364962583794,0.09214874612037964,0.03521875258647966,0.9027480726656555,0.0024396143836607834,-0.30232333402878997,0.07329294767326802,0.06873511070463544
0.04599999999999982,-0.6806031793599719,-0.9563395868280394,-0.4461039679521276,0.1345999917353434,0.036463409313257256,0.897586108075304,0.0036842711104383766,-0.3074852986191415,0.07562187052360514,0.07131596879721762
0.04700000000000015,-0.975363013925587,-0.9039650671048542,-0.7408638025177426,0.1869745114585287,0.040948590861666835,0.8949352578036235,0.008169452658847956,-0.31013614889082197,0.07270448964775383,0.06644491561960504
0.04800000000000004,-1.150932858040189,-0.8584186182187322,-0.9164336466323446,0.23252096034465078,0.038983256052071445,0.8931244336031354,0.006204117849252566,-0.3119469730913101,0.07079044990105647,0.06130545952280688
0.04899999999999993,-1.2034017076114525,-0.8305269701461792,-0.9689024962036081,0.26041260841720376,0.039473630055691974,0.8910204019770542,0.006694491852873095,-0.31405100471739117,0.07011783114534118,0.058997054101044916
0.04999999999999982,-1.4790588335755142,-0.8218272426603765,-1.2445596221676698,0.2691123359030065,0.03868467164038688,0.8893355881347355,0.005905533437568,-0.31573581855971,0.06758515071264226,0.05527317671921636
