time,Fn_commanded_absolute,Fn_model_estimated_absolute,Fn_model_estimated_clearance_change,Mt1_commanded_absolute,Mt1_model_estimated_absolute_TCP,Mt1_model_estimated_clearance_change
0.0,-10.590815857992094,-1.090939578563383,0.0,0.003988936624027249,1.2050714066944455,0.0
0.0009999999999998899,1.3991681970570218,-0.9287283716745858,0.16221120688879717,0.003525146022163434,1.2017526563355343,-0.003318750358911033
0.002000000000000224,1.5958637496794472,-0.7440977617386648,0.34684181682471815,-0.0029093168977660953,1.1986186620617532,-0.006452744632692324
0.0030000000000001137,1.5114013539873958,-0.5409224649473688,0.5500171136160141,-0.0055273157522311095,1.196294800125651,-0.008776606568794521
0.0040000000000000036,1.7197411312441941,-0.3352318323314988,0.7557077462318842,-0.00308637547456021,1.193221448559718,-0.011849958134727575
0.004999999999999893,1.5598907221442198,-0.13839269503451215,0.9525468835288707,-0.002227646056935429,1.186560648848598,-0.018510757845847544
0.006000000000000227,1.5613639356132911,0.03640033218635148,1.1273399107497344,0.001417132441677652,1.1772385939286463,-0.027832812765799363
0.007000000000000117,1.6452715918562688,0.18315964995410658,1.2740992285174895,0.008379901865351494,1.170142415156516,-0.034928991537929596
0.008000000000000007,1.4105912495087936,0.2978273575306916,1.3887669360940746,0.01569069513210805,1.1694510032856358,-0.03562040340880965
0.008999999999999897,1.3548558350905977,0.36904727263037973,1.4599868511937628,0.022733624430502742,1.1752874832785554,-0.029783923415890288
0.010000000000000231,1.0064877057153914,0.38619726006331623,1.4771368386266992,0.0295703091717838,1.1843342964452261,-0.02073711024921947
0.01100000000000012,0.9688472877988978,0.3447594607554812,1.4356990393188642,0.03427340831288654,1.1918524712154868,-0.013218935478958804
0.01200000000000001,0.6468056141435738,0.2485624701270947,1.3395020486904776,0.04239756076056271,1.195231211528615,-0.009840195165830394
0.0129999999999999,0.5277390149045245,0.10280076999164163,1.1937403485550244,0.04213150636967476,1.194841634598188,-0.010229772096257304
0.014000000000000234,0.6062665862404145,-0.07763194232793016,1.013307636235453,0.042685225579996336,1.1924489434899899,-0.012622463204455779
0.015000000000000124,0.3116264631090496,-0.27478444581259065,0.8161551327507923,0.04487575390225732,1.191216580360731,-0.013854826333714402
0.016000000000000014,0.30173032362390884,-0.48063100829959693,0.6103085702637859,0.04635382637725342,1.1928833916421626,-0.012188015052282784
0.016999999999999904,0.06934818793552047,-0.6885770760147357,0.4023625025486472,0.04817061887178164,1.195647702706163,-0.009423703988282734
0.018000000000000238,-0.13244890550979876,-0.8988545922438826,0.1920849863195003,0.04755489653920788,1.1966996664832934,-0.0083717402111523
0.019000000000000128,-0.13070025343036562,-1.1123143485233389,-0.02137476995995581,0.04837542983150095,1.194711513496886,-0.010359893197559507
0.020000000000000018,-0.252571132715726,-1.3219334374443954,-0.23099385888101248,0.047801923683604725,1.1894229242177807,-0.01564848247666471
0.020999999999999908,-0.2782975782664028,-1.519766957717504,-0.428827379154121,0.046559406783264194,1.1828291195599077,-0.022242287134537752
0.02200000000000024,-0.290887100375873,-1.6965818132876467,-0.6056422347242638,0.046051614216157825,1.178046775965767,-0.02702463072867862
0.02300000000000013,-0.19230801101153283,-1.8411091018568433,-0.7501695232934603,0.04445319783847059,1.1744847633485243,-0.030586643345921104
0.02400000000000002,-0.2547107031452548,-1.9456753828073385,-0.8547358042439556,0.04394697841245067,1.1690354604007582,-0.03603594629368727
0.02499999999999991,-0.30988178491711826,-2.012127322791736,-0.9211877442283529,0.04071433440318176,1.1612413599910678,-0.04383004670337775
0.026000000000000245,-0.4342335200503562,-2.050881827414583,-0.9599422488512002,0.03851878836130318,1.1531040896564329,-0.051967317038012543
0.027000000000000135,-0.43262782992671917,-2.0734084945563356,-0.9824689159929529,0.038010453404323144,1.1452566882148305,-0.05981471847961493
0.028000000000000025,-0.5968596083550388,-2.0866612751400124,-0.9957216965766296,0.03669374774089749,1.1364567320991745,-0.06861467459527096
0.028999999999999915,-0.6363943850769448,-2.0960712657004974,-1.0051316871371148,0.03903511030508193,1.1262592649248302,-0.07881214176961521
0.03000000000000025,-0.6625184708973322,-2.1033440752938364,-1.0124044967304535,0.03812178555792107,1.1146186171894608,-0.09045278950498482
0.03100000000000014,-0.6371477688908703,-2.1057805312624343,-1.0148409526990514,0.035752696165690906,1.1016790347828478,-0.10339237191159754
0.03200000000000003,-0.4631963849584639,-2.093562093767139,-1.0026225152037558,0.03673423751701063,1.0877769693581136,-0.11729443733633176
0.03299999999999992,-0.34552653491479357,-2.049888995584241,-0.9589494170208582,0.039152810281827766,1.0723383937410462,-0.13273301295339945
0.03399999999999981,-0.327469357612061,-1.9672071292136697,-0.8762675506502867,0.03919173223186173,1.0558975903819345,-0.1491738163125111
0.03500000000000014,-0.23620337966555657,-1.848825351430821,-0.757885772867438,0.03803002777218274,1.040749344292076,-0.16432206240236943
0.03600000000000003,-0.5877710686737223,-1.7110905139026096,-0.6201509353392267,0.035649472380160446,1.0269491107967033,-0.17812229589774217
0.03699999999999992,-0.7011570117513187,-1.584394051829225,-0.4934544732658421,0.0376810588817402,1.0126063380030512,-0.1924650686913943
