run,component,achieved_mean,achieved_sd,stiffness,predicted_mean,commanded_mean,commanded_sd,estimated_mean,estimated_sd,command_law_difference,estimated_minus_commanded,baseline_noise,signal_to_noise,agreement_tolerance,status,auto_damping,auto_damping_factor,Dp_used_t1,Dp_used_t2,Dp_used_n,DR_used_t1,DR_used_t2,DR_used_n,estimator_source,K_TCP_offset_max,force_transform_rms_residual,moment_transform_rms_residual
/home/hm-panda/Desktop/Thesis_Final_Control/experiments/results/T_MODE_MANUAL_D_REPEAT/r01,Fn,-0.019650162689671034,0.00013362497623281704,1000.0,-19.650162689671035,-19.64013472690047,0.1709304214685142,-22.292166730449402,0.4078830485590053,0.010027962770564613,-2.652032003548932,0.04450782714168629,441.2737261780503,3.9280269453800942,consistent,0,1.0,10.0,10.0,175.0,10.01,10.01,10.0,K_F_ext_hat_K,0.0,0.0,0.00015999775926533132
/home/hm-panda/Desktop/Thesis_Final_Control/experiments/results/T_MODE_MANUAL_D_REPEAT/r01,Mt1,0.1145831007888532,2.32550573192685e-05,15.0,1.7187465118327976,1.7187429681701571,0.00639725086097844,1.8520165660686225,0.03138412477898495,-3.5436626404372618e-06,0.13327359789846538,0.03686242169357778,46.62588319501534,0.34374859363403143,consistent,0,1.0,10.0,10.0,175.0,10.01,10.01,10.0,K_F_ext_hat_K,0.0,0.0,0.00015999775926533132
