quantity,endpoint_mean
fn_command_absolute,-80.31195158238583
fn_estimate_absolute,-78.45114036212748
fn_command_change,-80.07745237097798
fn_estimate_change,-77.3602007835641
mt1_command_absolute,0.6346423412004164
mt1_estimate_absolute,0.6037556174774594
mt1_command_change,0.6018632029975975
mt1_estimate_change,-0.601315789216986
mt1_clearance_absolute,1.2050714066944457
mt1_estimate_absolute_sd,0.02735621048782344
speed_mean,0.0008078349864705813
rate_mean,0.0015446425672157912
